point: offgrid1
mu1: 4.56
mu2: 0.019
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 100.0
actual_secondary_error_percent: 99.99999999999997
ann_secondary_error_percent: 14.522856759920916
state_error_percent_vs_hdm: 11.666405222828914
state_error_percent_vs_linear_prom: 11.69567346287906
primary_q_error_percent_vs_linear_prom: 16.73164185025596
total_q_error_percent_vs_linear_prom: 26.92522677723122
n_time_used: 501
online_solve_elapsed_s: 74.85501766204834
num_iterations: 1479
jac_time_s: 29.078445434570312
res_time_s: 3.7177751064300537
ls_time_s: 28.74962329864502
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_4.560_mu2_0.0190_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_4.560_mu2_0.0190_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
