point: offgrid1
mu1: 4.56
mu2: 0.019
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 50.0
actual_secondary_error_percent: 49.99999999999999
ann_secondary_error_percent: 14.522856759920916
state_error_percent_vs_hdm: 5.076068021547643
state_error_percent_vs_linear_prom: 5.099621188083065
primary_q_error_percent_vs_linear_prom: 4.948958678674545
total_q_error_percent_vs_linear_prom: 11.740106920983532
n_time_used: 501
online_solve_elapsed_s: 78.00290560722351
num_iterations: 1500
jac_time_s: 29.828115463256836
res_time_s: 3.8532755374908447
ls_time_s: 29.57595944404602
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_4.560_mu2_0.0190_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_4.560_mu2_0.0190_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
