point: offgrid1
mu1: 4.56
mu2: 0.019
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 20.0
actual_secondary_error_percent: 20.000000000000004
ann_secondary_error_percent: 14.522856759920916
state_error_percent_vs_hdm: 2.0169490964806234
state_error_percent_vs_linear_prom: 2.009883730719307
primary_q_error_percent_vs_linear_prom: 1.8013198373904165
total_q_error_percent_vs_linear_prom: 4.627059349531743
n_time_used: 501
online_solve_elapsed_s: 75.13902878761292
num_iterations: 1500
jac_time_s: 29.31036067008972
res_time_s: 3.8826568126678467
ls_time_s: 29.3259117603302
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_4.560_mu2_0.0190_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_4.560_mu2_0.0190_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
