point: offgrid1
mu1: 4.56
mu2: 0.019
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 75.0
actual_secondary_error_percent: 74.99999999999997
ann_secondary_error_percent: 14.522856759920916
state_error_percent_vs_hdm: 8.040784786949214
state_error_percent_vs_linear_prom: 8.069824378855364
primary_q_error_percent_vs_linear_prom: 9.58180659226427
total_q_error_percent_vs_linear_prom: 18.577968352377617
n_time_used: 501
online_solve_elapsed_s: 72.7277467250824
num_iterations: 1499
jac_time_s: 28.97249746322632
res_time_s: 3.7681171894073486
ls_time_s: 28.50869584083557
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_4.560_mu2_0.0190_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_4.560_mu2_0.0190_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
