point: offgrid2
mu1: 5.19
mu2: 0.026
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 5.0
actual_secondary_error_percent: 5.0
ann_secondary_error_percent: 16.425216130723648
state_error_percent_vs_hdm: 0.6213803384607719
state_error_percent_vs_linear_prom: 0.4616361811132017
primary_q_error_percent_vs_linear_prom: 0.26506618674142185
total_q_error_percent_vs_linear_prom: 1.0507717710588365
n_time_used: 501
online_solve_elapsed_s: 71.6571626663208
num_iterations: 1500
jac_time_s: 28.17945671081543
res_time_s: 3.729556083679199
ls_time_s: 28.138482332229614
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_5.190_mu2_0.0260_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_5.190_mu2_0.0260_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
