point: offgrid2
mu1: 5.19
mu2: 0.026
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 50.0
actual_secondary_error_percent: 49.99999999999999
ann_secondary_error_percent: 16.425216130723648
state_error_percent_vs_hdm: 4.791058937616309
state_error_percent_vs_linear_prom: 4.825699215320163
primary_q_error_percent_vs_linear_prom: 4.2083015669820725
total_q_error_percent_vs_linear_prom: 10.984209467402575
n_time_used: 501
online_solve_elapsed_s: 72.40188336372375
num_iterations: 1498
jac_time_s: 29.197122812271118
res_time_s: 3.934011459350586
ls_time_s: 29.100239753723145
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_5.190_mu2_0.0260_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_5.190_mu2_0.0260_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
