point: offgrid2
mu1: 5.19
mu2: 0.026
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 30.0
actual_secondary_error_percent: 30.0
ann_secondary_error_percent: 16.425216130723648
state_error_percent_vs_hdm: 2.7373941316260293
state_error_percent_vs_linear_prom: 2.7519813747522437
primary_q_error_percent_vs_linear_prom: 1.4131633493675115
total_q_error_percent_vs_linear_prom: 6.264033152895888
n_time_used: 501
online_solve_elapsed_s: 67.08734321594238
num_iterations: 1499
jac_time_s: 27.911893844604492
res_time_s: 3.6724376678466797
ls_time_s: 27.37970280647278
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_5.190_mu2_0.0260_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_5.190_mu2_0.0260_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
