point: offgrid2
mu1: 5.19
mu2: 0.026
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 100.0
actual_secondary_error_percent: 99.99999999999999
ann_secondary_error_percent: 16.425216130723648
state_error_percent_vs_hdm: 11.420855863962629
state_error_percent_vs_linear_prom: 11.468141559477472
primary_q_error_percent_vs_linear_prom: 16.680233096039128
total_q_error_percent_vs_linear_prom: 26.103671917887628
n_time_used: 501
online_solve_elapsed_s: 62.34760522842407
num_iterations: 1451
jac_time_s: 25.970250844955444
res_time_s: 3.5361745357513428
ls_time_s: 25.478888511657715
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_5.190_mu2_0.0260_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_5.190_mu2_0.0260_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
