point: offgrid2
mu1: 5.19
mu2: 0.026
n_primary: 10
n_tot: 151
requested_secondary_error_percent: 10.0
actual_secondary_error_percent: 10.0
ann_secondary_error_percent: 16.425216130723648
state_error_percent_vs_hdm: 0.9832991182430768
state_error_percent_vs_linear_prom: 0.9156670507019391
primary_q_error_percent_vs_linear_prom: 0.4532601612529099
total_q_error_percent_vs_linear_prom: 2.0842324062341144
n_time_used: 501
online_solve_elapsed_s: 74.4205391407013
num_iterations: 1500
jac_time_s: 29.33588171005249
res_time_s: 3.768352746963501
ls_time_s: 28.921666145324707
linear_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/Linear/linear_prom_mu1_5.190_mu2_0.0260_ntot151/qN.npy
ann_qn_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/euclidean_prom_main/Runs/ROM/DataDriven_MasterANN/rom_data_driven_mu1_5.190_mu2_0.0260_ntot151/qN.npy
basis_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy
u_ref_path: /home/kratos/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/u_ref.npy
solver_variant: plain
